temperature,temp_mean,temp_max,temp_min,temp_std,temp_rise_rate,temp_peak_gradient,temp_trend,vib_magnitude,vib_rms,vib_peak,vib_std,vib_kurtosis,vib_crest_factor,fft_peak_freq,fft_peak_amp,fft_energy,fft_band_energy_100_1500Hz,vce,vce_mean,vce_max,vce_min,vce_std,max_dv_dt,vce_overshoot,Ic,ic_mean,ic_rms,ic_peak,ic_std,max_di_dt,p_inst,p_mean,p_peak,p_std,timestamp,HealthState,FaultType
20.55326129,26.29409495,34.98198444,18.01437676,4.919518995,3.203852245,3456.511414,0.003036584,-1.167997167,0.561650862,1.51183499,0.561650872,2.71125227,2.691770038,59,32.49115938,158.5159816,23509.07912,0.650985269,7.434493429,14.99951925,0.00861192,4.297109587,3874.776893,7.565025817,2.608540139,1.472989128,1.712760581,2.983946641,0.873986176,260.7597533,1.698121205,10.86312303,42.8848373,9.741562898,1771773065,Healthy,Bond_wire_fatigue
19.50708366,26.59726654,34.96572761,18.08537541,4.998960639,-1.58754983,2901.056292,0.001723107,0.897348517,0.555423754,1.697229107,0.555423764,2.893374855,3.055737287,45,32.69260887,153.8560706,22043.45051,14.82845873,7.382030583,14.96460764,0.021741299,4.396911059,3669.891176,7.582577057,2.029960215,1.530639071,1.752440725,2.996226836,0.853341976,238.7607255,30.10118128,11.37480116,40.14623113,9.950561079,1771773065,Healthy,Bond_wire_fatigue
27.76256975,26.27852187,34.94635211,18.01123583,4.855543191,5.451233017,3012.321372,-0.000162873,-0.675608222,0.584545628,1.66026439,0.584545638,2.763509993,2.840264782,91,32.92419689,170.6213141,25774.91015,12.82323783,7.247554684,14.98539844,0.008579289,4.395665681,4145.753102,7.737843754,0.964866112,1.539270299,1.773458634,2.989367659,0.880796498,264.0376809,12.37270763,11.5149267,42.16505666,10.48920391,1771773065,Healthy,Bond_wire_fatigue
22.05113128,26.39772939,34.99588097,18.05242744,4.698231274,2.495743445,3432.471879,0.000137844,-0.544370998,0.554385394,1.680541723,0.554385404,2.901778413,3.031359972,141,29.07195417,153.5436163,21839.93387,12.37230472,7.648641066,14.94701395,0.012492875,4.491137495,7043.582599,7.298372884,0.080216468,1.470509128,1.7107892,2.991832143,0.874301201,241.1830075,0.992462581,11.10977836,43.28248034,9.700033139,1771773065,Healthy,Bond_wire_fatigue
24.50728456,26.84534481,34.99934018,18.02651035,4.912621546,0.185931457,2916.9648,-0.000766294,-0.028031276,0.556996953,1.718242461,0.556996963,2.865028744,3.084832729,4,31.02148054,154.8690423,22920.12955,5.217882182,7.142151501,14.98448354,0.015157968,4.227892218,3433.131211,7.842332039,2.41599274,1.503350184,1.71842595,2.996579662,0.832421749,265.3352954,12.60636547,10.37518478,40.1444124,8.913634219,1771773065,Healthy,Bond_wire_fatigue
29.19615105,26.2530368,34.97943749,18.09873536,4.892977371,1.793980204,2898.251141,0.003509548,-1.439178406,0.55213637,1.869406806,0.55213638,3.116910282,3.385770026,36,29.6175316,152.4941751,20538.80499,12.43367914,7.433321545,14.97735987,0.000689966,4.351455629,3639.738132,7.544038328,2.610559575,1.578815108,1.788746554,2.998563815,0.840807403,249.0015862,32.45886012,11.56728216,42.49832626,9.890596164,1771773065,Healthy,Bond_wire_fatigue
20.5815282,26.47692171,34.98670639,18.00900841,4.872907581,-0.389562498,3476.956796,0.001619246,0.339887523,0.568503198,1.437692098,0.568503208,2.431699386,2.528907627,61,29.54879197,161.3846805,21565.74893,13.72741999,7.538092458,14.92807075,0.035616826,4.423382689,4598.675581,7.389978292,0.225260288,1.513802156,1.741557068,2.989306927,0.861059842,250.9458432,3.092242581,11.5297367,42.42260252,10.24310278,1771773065,Healthy,Bond_wire_fatigue
34.46806484,26.45165949,34.97484103,18.00414931,5.02831308,1.372021794,3273.132621,0.00010414,0.472649355,0.54874696,1.593734116,0.54874697,2.813556349,2.904315107,80,29.56699589,150.3661287,22999.10978,13.56499559,7.423246322,14.93424899,0.027228286,4.250511116,4609.709887,7.51100267,2.197171919,1.543960091,1.760013395,2.989174752,0.844887205,252.7651917,29.80462738,11.39884379,43.52010141,9.753498252,1771773065,Healthy,Bond_wire_fatigue
19.75127541,26.27733684,34.97948277,18.08557876,4.948618404,-2.297731943,2738.999417,0.001418716,-0.059854293,0.604343459,1.553167215,0.604343469,2.631018115,2.570007443,237,31.40070697,181.8880122,27245.99284,13.76745667,7.370184717,14.97552975,0.067267139,4.304659391,3697.096359,7.605345029,1.256993134,1.558326504,1.782140465,2.981123875,0.864663601,249.7913276,17.30559851,11.21830034,41.1215128,9.589760862,1771773065,Healthy,Bond_wire_fatigue
23.71161336,26.90500132,34.93180788,18.01441544,4.919057879,-2.879166336,3117.811126,-0.000213458,-0.838831823,0.561780452,1.622966944,0.561780462,2.812591548,2.888970079,141,28.60268988,157.7020041,26379.46344,10.72808519,7.727195589,14.9599711,0.060334285,4.27077724,3934.796042,7.232775508,0.868383469,1.58081233,1.800250971,2.999849405,0.861357031,274.6096807,9.316091833,12.08248399,43.25791407,9.966814495,1771773065,Healthy,Bond_wire_fatigue
18.37984595,26.20984995,34.97380891,18.01792791,4.859229437,-0.476285521,3076.898663,-0.002041787,-0.808546395,0.590274757,1.643018891,0.590274767,2.698341814,2.783481497,46,35.06451267,174.3544065,23773.04831,4.250961903,7.218080909,14.97677239,0.020264112,4.248193405,3609.261575,7.758691478,0.81491281,1.521130012,1.74208933,2.996646414,0.849139988,251.6349103,3.464163311,11.0116059,37.39164684,9.565176649,1771773065,Healthy,Bond_wire_fatigue
19.79870952,26.64238327,34.97416685,18.03010384,4.887481382,-1.49183729,2616.214788,0.000501362,-0.169882339,0.559999001,1.492778269,0.559999011,2.614217222,2.66568019,211,36.67870991,156.1880228,24081.82822,8.50057857,7.622659955,14.98883681,0.024280968,4.329914007,3646.141373,7.366176851,1.171341527,1.483557105,1.721606511,2.992361163,0.87349144,228.4641072,9.957080684,11.05551009,42.72096171,9.418129768,1771773065,Healthy,Bond_wire_fatigue
27.50110448,26.42253091,34.98258382,18.09101377,4.941099772,-0.702428248,3080.350831,0.001674894,-0.410133198,0.551856836,1.696419026,0.551856846,2.736122979,3.074020077,225,27.6516742,151.6724383,23772.94018,11.48265083,7.56337953,14.99236981,0.098588057,4.385392565,4768.871443,7.428990277,1.915787122,1.470711236,1.70715366,2.995018285,0.86682298,238.0055398,21.99831458,11.18874188,40.79010147,10.0113134,1771773065,Healthy,Bond_wire_fatigue
27.45169434,26.89963946,34.92690422,18.02880094,4.987171831,2.472269493,3076.800192,-0.001992686,-0.280574067,0.563695091,1.576133672,0.563695101,2.779292248,2.796074806,115,29.93632871,158.3473198,24147.39685,6.009272777,7.921980758,14.96867296,0.011756371,4.367348497,3727.427067,7.046692198,0.754274497,1.515529624,1.753387924,2.990554212,0.881781817,235.9749607,4.5326412,12.26050209,43.46217987,10.78763622,1771773065,Healthy,Bond_wire_fatigue
23.11140605,26.61351453,34.98348504,18.04494049,4.850355353,-1.547408889,3156.691635,-0.000691936,0.024811584,0.568007421,1.641288228,0.568007431,2.654904626,2.889554145,131,28.83404332,160.7296844,24192.17764,0.830862963,7.791556437,14.9956929,0.020563805,4.323440392,4457.424395,7.204136461,0.364669162,1.472525332,1.717587867,2.995043673,0.88418167,263.1487061,0.302990101,11.81136137,41.45138494,10.39695038,1771773065,Healthy,Bond_wire_fatigue
20.35703702,26.3048888,34.82116752,18.02520784,4.688759496,-3.025462792,3020.602936,0.000464745,1.012233659,0.572349637,1.772826431,0.572349647,2.832906911,3.097453524,171,31.11122119,163.2792438,24456.0336,4.398644641,7.294052779,14.98883022,0.046263642,4.270047854,5938.68211,7.694777436,0.570599724,1.572880451,1.797709803,2.999615966,0.870521464,291.3945767,2.50986542,11.82172863,42.97422638,10.35774805,1771773065,Healthy,Bond_wire_fatigue
34.53419789,26.65368826,34.97713911,18.02135556,5.017400854,-0.95486323,3265.364872,0.001806518,0.509203654,0.545371441,1.599262521,0.545371451,2.786187371,2.932428014,75,24.4081112,148.769935,21711.8326,13.70435063,7.078390276,14.99907876,0.008769056,4.269437836,3514.404489,7.920688486,2.540377551,1.500048004,1.73437841,2.969839004,0.870588568,251.7104994,34.81422468,10.52769326,43.22760486,9.564995613,1771773065,Healthy,Bond_wire_fatigue
27.00225832,26.52577235,34.95742342,18.00172232,4.809590982,0.177434327,3156.082506,-0.002686359,0.131970524,0.590865175,1.800684584,0.590865185,2.889285926,3.047538814,34,27.28769511,173.8747376,24048.38294,9.157083713,7.616018232,14.91269864,0.007456058,4.400590578,6980.382379,7.296680413,1.067847176,1.436871015,1.689829413,2.988870696,0.889339716,254.7988728,9.778365983,11.13449065,42.21408451,10.21031294,1771773065,Healthy,Bond_wire_fatigue
18.02818789,26.42734725,34.98784305,18.01317502,4.834800178,-4.21813598,2306.678792,0.00033318,-0.079919242,0.544798645,1.582411193,0.544798655,2.686160859,2.904579845,22,27.90235543,148.2213336,22152.77157,10.66158709,7.547532467,14.99165096,0.021984598,4.332952266,3646.944375,7.444118493,1.148489678,1.465712269,1.700682093,2.998587799,0.862558477,227.194368,12.24472272,11.0530974,42.88097368,9.844994105,1771773065,Healthy,Bond_wire_fatigue
18.54325052,26.58376741,34.97435426,18.02171686,4.992830575,-3.354816622,3058.059542,-0.001200703,-1.062564064,0.562398386,1.786839418,0.562398396,2.860881002,3.177177302,18,32.23862984,157.61744,23704.50639,13.78081852,7.652267836,14.98529527,0.065408734,4.187944238,4235.722983,7.333027439,0.144464711,1.487252934,1.710563109,2.997240568,0.845047254,229.1042291,1.990841968,11.17886087,41.95069868,9.442824712,1771773065,Healthy,Bond_wire_fatigue
21.55150212,26.52980438,34.98335482,18.1446341,4.806019775,2.861617827,2830.969781,0.000846525,-0.461300096,0.556384734,1.660884504,0.556384744,2.907073392,2.985136676,250,35.57568829,156.6864991,24994.75545,4.959430146,7.503590987,14.97351922,0.01253045,4.472595328,4838.941304,7.469928235,2.017569162,1.529482999,1.765526413,2.998922042,0.881910012,299.5465705,10.00599332,11.5473451,44.03663703,10.51005312,1771773065,Healthy,Bond_wire_fatigue
31.49775185,26.37117131,34.98790879,18.05782672,4.885786229,-1.247683408,3010.246688,0.00057808,0.114168933,0.553899575,1.591738495,0.553899585,2.87055659,2.873695047,56,27.74736207,152.8430886,22150.5526,5.57896747,7.846692629,14.97876748,0.056776005,4.31467064,3718.608142,7.132074854,1.20479516,1.494497745,1.714112962,2.992942486,0.839440133,223.0171149,6.721513007,11.87824719,42.05704054,10.09459667,1771773065,Healthy,Bond_wire_fatigue
21.93375564,26.64017164,34.98891636,18.01217131,5.084851175,-3.108659413,3016.545748,-0.000627313,-0.113618646,0.529581871,1.587773173,0.529581881,2.937709282,2.998163701,153,27.64082672,139.6700687,20809.4919,9.1538758,7.357111801,14.95601217,0.083896957,4.288898352,3644.476091,7.598900371,1.677349924,1.526823654,1.754715941,2.999507244,0.864776019,240.9870369,15.35425288,11.04194851,42.89945787,9.550992848,1771773065,Healthy,Bond_wire_fatigue
23.09286282,26.58248774,34.86618279,18.02171941,4.901696386,2.883158084,2861.426007,0.000129402,-0.387706741,0.555206241,1.813958594,0.555206251,2.82525487,3.267179701,16,35.1211296,153.5914725,20249.95808,3.124306543,7.341044917,14.98795809,0.042980689,4.215575815,3662.290939,7.646913177,2.969378125,1.526718769,1.756811058,2.990641994,0.869203597,269.6576255,9.277247504,11.25745265,43.57352436,10.02097085,1771773065,Healthy,Bond_wire_fatigue
31.1958778,26.41854201,34.99326419,18.02802134,5.190372729,5.719691439,3060.541002,0.003024072,0.74753856,0.544193818,1.600547141,0.544193828,2.939477328,2.941134313,11,32.59647154,147.8166515,20486.46277,2.920474082,7.478559778,14.99098238,0.027294563,4.485198338,3617.877248,7.512422603,0.199340134,1.519192595,1.741705083,2.996159478,0.851815974,237.1267197,0.582167694,11.2658454,44.45633452,10.21207254,1771773065,Healthy,Bond_wire_fatigue
25.69578926,26.81876686,34.989606,18.04625924,5.004734043,-1.056286288,3383.178943,0.000642969,-0.797050344,0.561221624,1.640403935,0.561221634,2.824867846,2.922916431,43,31.71899418,157.0383275,23093.46014,8.551707766,7.172463413,14.96095644,0.001035342,4.266181511,3565.574252,7.788493024,0.634958718,1.489453191,1.740308443,2.994303789,0.900112586,243.4530517,5.429981397,10.54263621,42.43697829,9.851918143,1771773065,Healthy,Bond_wire_fatigue
27.74515767,26.24786346,34.88410045,18.01353805,4.770716147,-0.163847982,2802.328388,-0.000969521,0.244789988,0.54999524,1.506259493,0.54999525,2.721102322,2.738677277,171,30.12987448,150.8931159,21932.72427,6.682502995,7.437459455,14.97405238,0.00838039,4.344674733,4984.707784,7.536592923,0.074544052,1.476044653,1.702607186,2.995451593,0.848624424,288.1522235,0.498140853,10.73899475,43.71523004,9.414913777,1771773065,Healthy,Bond_wire_fatigue
32.25898765,26.80705933,34.99562393,18.03243469,4.872303488,1.522121725,2768.748236,0.000204759,-0.517537415,0.542999313,1.517078884,0.542999323,2.552562023,2.793887245,32,33.11651425,146.9582221,20549.7004,1.475315796,7.758156923,14.98881213,0.053467783,4.348377972,3701.166739,7.230655203,0.686089818,1.399125615,1.638590576,2.994882882,0.852893071,256.6104665,1.012199146,10.82120354,43.31943564,9.586294921,1771773065,Healthy,Bond_wire_fatigue
24.83741732,26.26745118,34.96696567,18.02973919,5.059180846,-1.760533435,2406.716617,-0.00017752,-0.518809444,0.549010274,1.595575675,0.549010284,2.837196778,2.906276478,134,30.96899373,150.1862292,23313.21608,9.900796952,7.708908551,14.99042081,0.034203678,4.236006133,3599.401839,7.281512262,2.202742684,1.481983105,1.714869077,2.995340279,0.86284531,250.3653442,21.80890805,11.28745428,42.81869018,9.786387904,1771773065,Healthy,Bond_wire_fatigue
22.07488754,26.46189969,34.97174361,18.0343123,4.735226518,-5.121631193,3204.775207,-0.003064144,-1.462170312,0.542519282,1.672301945,0.542519292,2.867006312,3.082474612,102,32.50178687,146.6751498,23792.86158,9.003409309,7.499989205,14.99673447,0.036287494,4.328684844,3541.733666,7.496745265,0.594592497,1.454763255,1.684221187,2.995107731,0.848684204,240.9400677,5.353359618,10.95195262,42.27596209,9.699128691,1771773065,Healthy,Bond_wire_fatigue
21.65554339,26.62092283,34.99594559,18.0172588,4.949215505,1.494154214,3350.726677,0.002455953,0.753502105,0.549907926,1.703153281,0.549907936,2.877729948,3.097160761,30,29.99953469,150.5973512,23359.69968,2.026678658,7.318038705,14.98966373,0.025614934,4.243844529,3514.327047,7.671625023,0.340609803,1.474938774,1.727320415,2.998043979,0.898994676,250.5154942,0.690306618,10.41471685,43.08441874,9.501303586,1771773065,Healthy,Bond_wire_fatigue
29.23975051,26.73676338,34.93007582,18.05138367,4.901533783,4.060315509,3285.607661,-0.001453079,0.133856898,0.552936527,1.681572949,0.552936537,2.970201594,3.041168084,201,27.83913673,152.8537221,24448.29008,6.666457349,7.82041386,14.9375402,0.055454437,4.305805357,3543.826858,7.117126342,0.749275093,1.482914677,1.722033585,2.983726969,0.87542203,262.7985535,4.995010451,11.75494026,43.9436722,10.14731454,1771773065,Healthy,Bond_wire_fatigue
18.89948047,26.3048638,34.67739774,18.04604816,4.799274568,1.008909267,3275.250492,0.00195521,0.196480376,0.586093682,1.624769446,0.586093692,2.78193906,2.772200877,49,30.76706019,172.0875404,25723.49497,13.5647829,7.746336481,14.98079905,0.00507712,4.305798043,4439.437334,7.234462569,0.85830677,1.549673284,1.779316496,2.999191432,0.874345416,231.05056,11.642745,11.78443566,41.16312409,9.875227826,1771773065,Healthy,Bond_wire_fatigue
31.49983697,26.43349342,34.9871467,18.03838035,5.167526343,4.556279862,3389.235981,-0.000292384,-0.348510444,0.568304747,1.672409917,0.568304757,2.836883302,2.942804711,42,32.69949147,161.0446227,23061.04618,13.34809702,7.59854703,14.96297347,0.018269034,4.340732522,3692.298239,7.364426435,0.407735717,1.437533818,1.65632627,2.998471347,0.822747371,257.9471335,5.442495914,10.91746305,40.47431813,9.522880232,1771773065,Healthy,Bond_wire_fatigue
34.06568424,26.63911621,34.98514048,18.06318576,4.811730822,0.744390647,3214.962911,-0.000502486,0.416767457,0.569467226,1.582991241,0.569467236,2.923833495,2.7797758,69,31.74682671,162.0900088,23823.89828,6.952557121,7.438889186,14.98979036,0.006622094,4.407620193,3722.142593,7.55090117,2.878795606,1.465020162,1.695647156,2.994156049,0.853777022,257.0951686,20.01499089,10.81033332,42.92814909,9.649458033,1771773065,Healthy,Bond_wire_fatigue
34.6671103,26.54726576,34.96492673,18.03225321,4.879122295,2.258380882,3145.968065,0.001187075,-0.464740907,0.569299584,1.507383332,0.569299594,2.762608452,2.647785712,58,29.67323856,161.4605948,23036.20625,5.983207122,7.443199816,14.98811915,0.007951469,4.370526882,3529.558432,7.544919337,2.1796237,1.599828949,1.808715976,2.997134809,0.843801408,211.6093298,13.04114004,11.92170472,41.84269162,10.29136011,1771773065,Healthy,Bond_wire_fatigue
27.36542119,26.4617528,34.97259461,18.11263454,5.048716846,-3.514361787,2668.15841,-5.90E-05,-0.804121437,0.545239045,1.633885902,0.545239055,2.815661957,2.996641357,230,32.42084631,148.0533757,23763.34589,3.719167095,7.508460731,14.9760629,0.038076204,4.261804836,4027.494458,7.467602167,1.723183597,1.500827293,1.73304826,2.999950126,0.866587392,255.7536142,6.408807733,11.42941786,44.07900261,10.2827232,1771773065,Healthy,Bond_wire_fatigue
32.64168651,26.33687709,34.98128925,18.02069494,5.021874122,2.324780445,3042.189075,-0.000754177,0.488314061,0.549129641,1.600359897,0.549129651,3.01997501,2.914357101,106,27.24331411,150.3986705,22028.39094,14.51712483,7.20961159,14.98165432,0.011502317,4.247522028,4541.706217,7.772042729,0.428617689,1.51965663,1.749801583,2.999233536,0.867438358,288.9108485,6.222296494,10.73628992,42.20667571,9.38609745,1771773065,Healthy,Bond_wire_fatigue
